visitorid,num_items_viewed,view_count,num_items_added,items_added,bought_count,purchased
1142602,1,1,0,0,0,0
1019906,1,1,0,0,0,0
588833,1,1,0,0,0,0
246944,1,1,0,0,0,0
583623,1,1,2,2,0,0
920552,1,1,0,0,0,0
1118092,1,1,0,0,0,0
1061008,6,9,0,0,0,0
1216885,3,69,0,0,0,0
1407438,1,1,0,0,0,0
286463,1,1,0,0,0,0
1095425,7,7,0,0,0,0
1330275,1,1,0,0,0,0
134178,1,1,0,0,0,0
465847,5,5,0,0,0,0
571460,1,1,0,0,0,0
69232,7,16,0,0,0,0
812769,1,1,0,0,0,0
608480,1,3,0,0,0,0
392637,1,1,0,0,0,0
277010,1,1,0,0,0,0
1068862,1,1,0,0,0,0
1241746,1,2,0,0,0,0
828933,1,1,0,0,0,0
799223,1,1,0,0,0,0
1005725,3,3,0,0,0,0
1040656,2,3,0,0,0,0
709153,1,1,0,0,0,0
490448,1,1,0,0,0,0
801953,1,1,0,0,0,0
944164,1,1,0,0,0,0
222954,1,1,0,0,0,0
512829,1,1,0,0,0,0
966389,1,1,0,0,0,0
1064098,1,1,0,0,0,0
1030156,1,1,0,0,0,0
1326548,1,1,0,0,0,0
487594,1,1,0,0,0,0
486563,4,6,3,3,0,0
352284,3,3,0,0,0,0
311293,1,1,0,0,0,0
262671,3,3,0,0,0,0
410275,2,2,0,0,0,0
1192680,1,1,0,0,0,0
643941,1,1,0,0,0,0
465950,1,1,0,0,0,0
906616,1,1,0,0,0,0
608321,1,1,0,0,0,0
1362602,1,1,0,0,0,0
873588,1,1,0,0,0,0
1275052,1,1,0,0,0,0
718155,1,1,0,0,0,0
451893,1,1,0,0,0,0
370393,1,2,0,0,0,0
347171,1,1,0,0,0,0
365772,1,1,0,0,0,0
643855,1,1,0,0,0,0
768036,8,12,0,0,0,0
356693,1,1,0,0,0,0
1218835,1,1,0,0,0,0
673512,1,1,0,0,0,0
308867,1,1,0,0,0,0
261911,1,1,0,0,0,0
1111743,1,1,0,0,0,0
189380,1,1,0,0,0,0
66748,2,2,0,0,0,0
1297525,1,1,0,0,0,0
18359,1,1,0,0,0,0
507431,2,4,0,0,0,0
1119233,1,1,0,0,0,0
471520,1,1,0,0,0,0
853718,1,1,0,0,0,0
812454,2,2,0,0,0,0
31145,1,3,0,0,0,0
869218,2,6,0,0,0,0
191683,1,1,0,0,0,0
129998,1,1,0,0,0,0
1004246,1,1,0,0,0,0
1406614,1,1,0,0,0,0
352457,1,1,0,0,0,0
984333,1,1,0,0,0,0
1371017,1,1,0,0,0,0
1053446,1,2,0,0,0,0
1164040,1,1,0,0,0,0
1220298,1,1,0,0,0,0
687350,1,1,0,0,0,0
794919,1,1,0,0,0,0
1368031,1,1,0,0,0,0
383605,1,1,0,0,0,0
1322838,2,2,0,0,0,0
578728,1,1,0,0,0,0
619749,1,1,0,0,0,0
1041764,1,1,0,0,0,0
366880,1,1,0,0,0,0
411820,5,12,0,0,0,0
584650,1,1,0,0,0,0
1156857,1,1,0,0,0,0
518688,1,1,0,0,0,0
817215,1,1,0,0,0,0
1373678,1,1,0,0,0,0
704031,1,2,0,0,0,0
174216,1,1,0,0,0,0
382636,1,1,0,0,0,0
915452,1,1,0,0,0,0
915153,4,4,0,0,0,0
488673,4,5,0,0,0,0
277143,1,1,0,0,0,0
571079,1,1,0,0,0,0
1370040,1,1,0,0,0,0
795179,1,1,0,0,0,0
872212,3,5,0,0,0,0
950803,1,1,0,0,0,0
372159,1,2,0,0,0,0
443370,1,1,0,0,0,0
1129051,2,2,0,0,0,0
485980,1,1,0,0,0,0
664591,1,1,0,0,0,0
720096,1,1,0,0,0,0
805503,1,1,0,0,0,0
129562,2,2,0,0,0,0
976868,1,1,0,0,0,0
351019,2,2,0,0,0,0
198085,1,1,0,0,0,0
1256740,1,1,0,0,0,0
503317,3,5,0,0,0,0
278777,1,1,0,0,0,0
55641,1,1,0,0,0,0
1000988,1,1,0,0,0,0
663391,33,38,0,0,0,0
663755,1,1,0,0,0,0
577943,1,2,0,0,0,0
1116362,3,4,0,0,0,0
441355,1,1,0,0,0,0
1233521,2,2,0,0,0,0
552441,1,1,0,0,0,0
1363763,2,2,0,0,0,0
1088270,1,1,0,0,0,0
349515,1,1,0,0,0,0
644278,1,1,0,0,0,0
948334,1,1,0,0,0,0
30169,1,1,0,0,0,0
918291,3,3,0,0,0,0
734259,1,1,0,0,0,0
375432,2,2,0,0,0,0
1090749,2,2,0,0,0,0
1041409,2,2,0,0,0,0
869759,2,2,0,0,0,0
934512,1,1,0,0,0,0
1014912,1,1,0,0,0,0
532317,2,2,0,0,0,0
728290,2,2,0,0,0,0
175438,2,3,0,0,0,0
818046,1,1,0,0,0,0
491817,1,1,0,0,0,0
878512,1,1,0,0,0,0
347083,1,1,0,0,0,0
440356,1,2,0,0,0,0
99647,1,1,0,0,0,0
697453,2,3,0,0,0,0
769149,1,1,0,0,0,0
1171767,1,2,0,0,0,0
1219104,2,4,0,0,0,0
214194,1,2,0,0,0,0
53346,1,1,0,0,0,0
58334,1,1,0,0,0,0
973864,1,2,0,0,0,0
426082,5,6,3,6,0,0
968215,4,4,0,0,0,0
686621,1,1,0,0,0,0
639249,1,1,0,0,0,0
676128,1,1,0,0,0,0
84080,1,1,0,0,0,0
371491,1,1,0,0,0,0
1288799,1,1,0,0,0,0
995383,1,1,0,0,0,0
1299130,1,1,0,0,0,0
736441,3,3,0,0,0,0
752469,1,3,0,0,0,0
851225,3,3,0,0,0,0
752818,1,2,0,0,0,0
1255740,1,1,0,0,0,0
1200769,1,1,0,0,0,0
956481,1,1,0,0,0,0
528132,1,1,0,0,0,0
670338,1,1,0,0,0,0
1304623,1,1,0,0,0,0
797271,1,1,0,0,0,0
255538,1,1,0,0,0,0
1398459,1,1,0,0,0,0
1003907,3,3,0,0,0,0
1246909,1,1,0,0,0,0
1288019,1,1,0,0,0,0
1144588,1,1,0,0,0,0
800008,2,2,0,0,0,0
1388935,1,1,0,0,0,0
293514,1,1,0,0,0,0
1369642,1,1,0,0,0,0
7310,1,1,0,0,0,0
226162,1,1,0,0,0,0
22227,2,2,0,0,0,0
1191429,1,1,0,0,0,0
1233504,1,1,0,0,0,0
834387,1,1,0,0,0,0
79846,1,1,0,0,0,0
936412,1,1,0,0,0,0
993324,1,1,0,0,0,0
1224418,1,1,0,0,0,0
742635,1,1,0,0,0,0
125667,1,1,0,0,0,0
635889,1,1,0,0,0,0
451400,1,1,0,0,0,0
669783,1,1,0,0,0,0
1233607,1,1,0,0,0,0
969936,1,1,0,0,0,0
930698,1,1,0,0,0,0
962755,1,1,0,0,0,0
324111,2,5,0,0,0,0
862699,1,1,0,0,0,0
952859,6,7,0,0,0,0
47139,1,1,0,0,0,0
712164,1,1,0,0,0,0
1366312,1,1,0,0,0,0
1161468,1,1,0,0,0,0
540626,1,1,0,0,0,0
293905,3,5,0,0,0,0
991202,1,1,0,0,0,0
356280,1,1,0,0,0,0
218713,1,1,0,0,0,0
1145413,2,3,0,0,0,0
276709,1,1,0,0,0,0
607955,1,1,0,0,0,0
1285430,1,1,0,0,0,0
1267172,2,2,0,0,0,0
95092,1,1,0,0,0,0
1355652,3,3,0,0,0,0
191335,1,1,0,0,0,0
1073411,2,2,0,0,0,0
1276277,1,1,0,0,0,0
373468,1,1,0,0,0,0
579221,1,1,0,0,0,0
1127922,2,2,0,0,0,0
86106,4,5,0,0,0,0
531748,1,1,0,0,0,0
1009552,1,1,0,0,0,0
1406785,1,1,0,0,0,0
1403055,1,2,0,0,0,0
1296354,1,1,0,0,0,0
21914,2,2,0,0,0,0
55695,1,1,0,0,0,0
537185,1,1,0,0,0,0
375175,1,1,0,0,0,0
119217,1,1,0,0,0,0
968700,1,1,0,0,0,0
939357,3,5,0,0,0,0
139945,1,1,0,0,0,0
1328121,1,1,0,0,0,0
522682,1,1,0,0,0,0
1251371,1,3,0,0,0,0
1005189,1,1,0,0,0,0
787437,1,1,0,0,0,0
540091,1,1,0,0,0,0
416468,1,1,0,0,0,0
316372,1,1,0,0,0,0
675473,1,1,0,0,0,0
627745,1,1,0,0,0,0
146017,1,1,0,0,0,0
1296256,1,1,0,0,0,0
835427,6,6,0,0,0,0
6062,1,1,0,0,0,0
513104,1,5,0,0,0,0
355026,3,5,1,1,0,0
692198,2,13,0,0,0,0
164867,1,1,0,0,0,0
587775,4,6,0,0,0,0
1306002,1,1,1,1,0,0
959769,1,1,0,0,0,0
26148,4,4,0,0,0,0
262379,1,1,0,0,0,0
1350271,1,1,0,0,0,0
1022131,1,3,0,0,0,0
871166,1,1,0,0,0,0
481476,1,1,0,0,0,0
375914,1,1,0,0,0,0
1278453,1,1,0,0,0,0
733681,1,1,0,0,0,0
381278,3,3,0,0,0,0
881108,1,2,0,0,0,0
296687,1,2,0,0,0,0
1229909,1,1,0,0,0,0
1287947,1,1,0,0,0,0
100145,1,1,0,0,0,0
1176935,1,2,0,0,0,0
657373,1,1,0,0,0,0
648652,1,1,0,0,0,0
462889,5,5,0,0,0,0
60906,1,1,0,0,0,0
912832,1,1,0,0,0,0
115506,1,1,0,0,0,0
803533,1,1,0,0,0,0
492849,1,1,0,0,0,0
468328,1,1,0,0,0,0
176580,1,1,0,0,0,0
910393,1,1,0,0,0,0
100124,1,1,0,0,0,0
152031,1,1,0,0,0,0
1308175,2,2,0,0,0,0
1067647,1,1,0,0,0,0
1386103,1,1,0,0,0,0
382943,5,5,0,0,0,0
190822,1,1,0,0,0,0
692974,1,1,0,0,0,0
172746,1,2,0,0,0,0
429708,1,1,0,0,0,0
1093026,6,6,1,1,0,0
1342165,1,1,0,0,0,0
253392,1,1,0,0,0,0
338282,1,1,0,0,0,0
554772,1,3,0,0,0,0
1304750,1,2,0,0,0,0
285508,1,1,0,0,0,0
1361795,1,1,0,0,0,0
1168497,1,1,0,0,0,0
85615,2,2,0,0,0,0
174379,2,3,0,0,0,0
801437,1,1,0,0,0,0
579321,1,1,0,0,0,0
616233,1,1,0,0,0,0
236263,2,2,0,0,0,0
326822,1,2,0,0,0,0
890957,1,1,0,0,0,0
1077115,2,2,0,0,0,0
1132396,2,2,0,0,0,0
361953,1,2,0,0,0,0
490627,1,2,0,0,0,0
507673,2,2,0,0,0,0
1309020,1,1,0,0,0,0
766379,1,2,0,0,0,0
706922,1,1,0,0,0,0
1032682,1,1,0,0,0,0
1029330,2,2,0,0,0,0
565514,1,1,0,0,0,0
97567,1,1,0,0,0,0
1144165,1,1,0,0,0,0
402049,15,44,0,0,0,0
1244880,1,1,0,0,0,0
926524,1,1,0,0,0,0
557479,1,1,0,0,0,0
368838,1,2,0,0,0,0
174443,1,1,0,0,0,0
224987,2,2,0,0,0,0
92460,1,1,0,0,0,0
1088503,1,1,0,0,0,0
889337,1,1,0,0,0,0
257261,1,1,0,0,0,0
856040,1,1,0,0,0,0
299569,1,1,0,0,0,0
975473,2,2,0,0,0,0
869051,1,1,0,0,0,0
478865,1,1,0,0,0,0
92544,1,1,0,0,0,0
432793,1,1,0,0,0,0
162990,3,3,0,0,0,0
56913,1,1,0,0,0,0
447586,1,1,0,0,0,0
1371196,1,1,0,0,0,0
480260,1,1,0,0,0,0
683228,1,1,0,0,0,0
1154403,4,6,0,0,0,0
24627,1,1,0,0,0,0
898797,1,1,0,0,0,0
168957,1,1,0,0,0,0
621475,1,1,0,0,0,0
1140213,3,3,0,0,0,0
791822,4,4,0,0,0,0
530090,7,9,0,0,0,0
673946,1,1,0,0,0,0
1204697,1,1,0,0,0,0
626740,1,2,0,0,0,0
988734,1,1,0,0,0,0
1129910,1,1,0,0,0,0
863035,1,1,0,0,0,0
881746,1,1,0,0,0,0
514498,1,1,0,0,0,0
119540,1,1,0,0,0,0
1394902,1,1,0,0,0,0
1081361,1,1,0,0,0,0
254117,1,1,0,0,0,0
603180,1,1,0,0,0,0
1111001,1,1,0,0,0,0
698981,1,1,0,0,0,0
216986,1,1,0,0,0,0
1159912,1,2,0,0,0,0
1265343,1,1,0,0,0,0
1287612,1,1,0,0,0,0
1221554,1,1,0,0,0,0
364067,5,5,0,0,0,0
359557,3,3,0,0,0,0
237431,2,2,0,0,0,0
1103628,1,1,0,0,0,0
483924,1,1,0,0,0,0
315329,1,1,0,0,0,0
1120101,2,2,0,0,0,0
529897,3,3,0,0,0,0
1284684,1,1,0,0,0,0
1368518,1,1,0,0,0,0
1333949,1,1,0,0,0,0
1016664,1,1,0,0,0,0
189182,1,1,0,0,0,0
1145521,1,1,0,0,0,0
459696,1,1,0,0,0,0
471584,1,1,0,0,0,0
358311,1,2,0,0,0,0
386678,1,2,0,0,0,0
974705,1,1,0,0,0,0
437008,3,3,0,0,0,0
631933,1,1,0,0,0,0
682235,4,4,0,0,0,0
1268517,1,1,0,0,0,0
1211644,1,1,0,0,0,0
328436,2,2,0,0,0,0
933411,1,1,0,0,0,0
134078,1,1,0,0,0,0
1256500,1,1,0,0,0,0
896990,1,1,0,0,0,0
439224,1,1,0,0,0,0
772743,1,1,0,0,0,0
923649,1,2,0,0,0,0
1343074,1,1,0,0,0,0
1025321,1,1,0,0,0,0
518525,1,1,0,0,0,0
245350,1,1,0,0,0,0
178652,2,2,0,0,0,0
51686,22,36,2,2,0,0
1260815,2,2,0,0,0,0
773301,1,1,0,0,0,0
407233,1,1,0,0,0,0
497754,1,1,0,0,0,0
1266266,1,1,0,0,0,0
211977,1,1,0,0,0,0
650221,1,1,0,0,0,0
479358,1,1,0,0,0,0
285631,1,1,0,0,0,0
643718,1,1,0,0,0,0
530039,4,4,0,0,0,0
1242399,1,1,0,0,0,0
87685,1,1,0,0,0,0
1254299,3,3,0,0,0,0
938884,4,6,0,0,0,0
158874,2,2,0,0,0,0
1291753,1,1,0,0,0,0
225637,1,1,0,0,0,0
1381663,1,1,0,0,0,0
1041155,1,1,0,0,0,0
76537,1,1,0,0,0,0
418087,1,1,0,0,0,0
817662,1,1,0,0,0,0
1300282,1,1,0,0,0,0
865850,1,1,0,0,0,0
230043,1,1,0,0,0,0
166291,1,1,0,0,0,0
709880,1,1,0,0,0,0
1096247,1,1,0,0,0,0
702316,2,2,0,0,0,0
1017327,1,1,0,0,0,0
178850,1,1,0,0,0,0
547710,1,1,0,0,0,0
1330898,2,2,0,0,0,0
758722,1,1,0,0,0,0
317858,1,1,0,0,0,0
439560,1,1,0,0,0,0
45580,1,1,0,0,0,0
588985,1,1,0,0,0,0
54030,1,1,0,0,0,0
35594,1,1,0,0,0,0
950661,1,1,0,0,0,0
967262,2,2,0,0,0,0
234096,2,2,0,0,0,0
1359422,1,1,0,0,0,0
833635,1,1,0,0,0,0
660509,1,1,0,0,0,0
1259386,3,3,0,0,0,0
1210883,1,1,0,0,0,0
979146,1,1,0,0,0,0
604370,1,1,0,0,0,0
540087,1,1,0,0,0,0
918787,2,2,0,0,0,0
407895,1,2,0,0,0,0
926263,3,3,0,0,0,0
1376997,4,7,0,0,0,0
1184286,1,1,0,0,0,0
425179,1,1,0,0,0,0
280455,1,1,0,0,0,0
556615,1,1,0,0,0,0
966950,1,1,0,0,0,0
1189738,1,1,0,0,0,0
126902,4,4,0,0,0,0
872918,1,1,0,0,0,0
165113,1,1,0,0,0,0
568746,1,1,0,0,0,0
1060365,2,4,0,0,0,0
692432,1,1,0,0,0,0
116676,1,1,0,0,0,0
224212,1,1,0,0,0,0
1266784,1,1,0,0,0,0
75992,1,1,0,0,0,0
1402947,1,4,0,0,0,0
221604,1,1,0,0,0,0
456901,3,3,0,0,0,0
98503,1,1,0,0,0,0
1044601,1,1,0,0,0,0
705555,2,2,0,0,0,0
422268,1,1,0,0,0,0
334438,2,2,0,0,0,0
1322147,1,3,0,0,0,0
107081,1,2,0,0,0,0
1008458,2,2,0,0,0,0
970168,2,2,0,0,0,0
762059,2,2,0,0,0,0
743970,1,1,0,0,0,0
978816,1,1,0,0,0,0
789816,1,1,0,0,0,0
226709,1,1,0,0,0,0
1162278,1,1,0,0,0,0
393998,1,1,0,0,0,0
339349,1,1,0,0,0,0
476353,1,1,0,0,0,0
490149,2,2,0,0,0,0
130018,1,1,0,0,0,0
223,1,1,0,0,0,0
324696,1,1,0,0,0,0
1140969,1,1,0,0,0,0
1082588,1,1,0,0,0,0
11403,1,2,0,0,0,0
27452,1,1,0,0,0,0
899724,1,1,0,0,0,0
1301824,1,1,0,0,0,0
639223,1,1,0,0,0,0
230778,1,1,0,0,0,0
1149108,1,1,0,0,0,0
257036,2,3,0,0,0,0
345011,1,1,0,0,0,0
908677,3,3,0,0,0,0
393338,1,1,0,0,0,0
481635,1,1,0,0,0,0
43740,1,1,0,0,0,0
1188065,1,1,0,0,0,0
16522,1,1,0,0,0,0
499518,2,2,0,0,0,0
960577,1,1,0,0,0,0
400056,1,1,0,0,0,0
565799,1,1,0,0,0,0
625092,1,1,0,0,0,0
543770,1,1,1,1,0,0
871250,1,1,0,0,0,0
1305167,1,1,0,0,0,0
54703,1,1,0,0,0,0
1004425,1,1,0,0,0,0
781859,1,1,0,0,0,0
572941,1,1,0,0,0,0
819378,1,1,0,0,0,0
1168614,1,1,0,0,0,0
1284056,1,1,0,0,0,0
555613,1,1,0,0,0,0
807675,1,1,0,0,0,0
756434,2,2,0,0,0,0
246741,1,1,0,0,0,0
318655,1,1,0,0,0,0
858017,1,1,0,0,0,0
148864,1,1,0,0,0,0
852995,1,1,0,0,0,0
727627,1,1,0,0,0,0
594228,2,2,0,0,0,0
1362720,3,3,0,0,0,0
949533,1,1,0,0,0,0
771927,1,1,0,0,0,0
629391,2,2,0,0,0,0
788527,5,5,0,0,0,0
350646,2,2,0,0,0,0
93510,1,1,0,0,0,0
243137,1,1,0,0,0,0
714688,1,1,0,0,0,0
519732,1,1,0,0,0,0
553465,1,1,0,0,0,0
564406,1,2,0,0,0,0
1073319,1,1,0,0,0,0
368227,1,2,0,0,0,0
1151250,2,3,0,0,0,0
1404811,2,4,0,0,0,0
220214,2,2,0,0,0,0
1297732,2,2,0,0,0,0
564840,1,1,0,0,0,0
576814,2,3,0,0,0,0
1184082,1,1,0,0,0,0
961754,2,4,0,0,0,0
134443,1,2,0,0,0,0
1120604,1,1,0,0,0,0
994987,1,1,0,0,0,0
372873,1,1,0,0,0,0
1167772,1,1,0,0,0,0
50751,1,1,0,0,0,0
1003600,1,1,0,0,0,0
1318097,1,3,0,0,0,0
1349891,3,3,0,0,0,0
1364452,1,1,0,0,0,0
448700,2,2,0,0,0,0
762709,1,1,0,0,0,0
279314,2,2,0,0,0,0
1117171,1,1,0,0,0,0
916702,1,1,0,0,0,0
10317,1,1,0,0,0,0
909788,1,1,0,0,0,0
125379,1,1,0,0,0,0
322232,1,1,0,0,0,0
583308,1,1,0,0,0,0
1147625,1,1,0,0,0,0
528577,4,6,0,0,0,0
287181,1,1,0,0,0,0
1092857,1,1,0,0,0,0
1024515,1,1,0,0,0,0
922269,1,1,0,0,0,0
1156686,2,2,0,0,0,0
1235165,2,2,0,0,0,0
1352039,1,1,0,0,0,0
227396,1,1,0,0,0,0
990558,1,1,0,0,0,0
285998,1,1,0,0,0,0
127772,1,3,0,0,0,0
46139,2,2,0,0,0,0
899412,1,1,0,0,0,0
582890,1,1,0,0,0,0
1281693,0,0,1,1,0,0
909099,1,1,0,0,0,0
527756,1,1,0,0,0,0
607560,1,1,0,0,0,0
1329175,1,1,0,0,0,0
627954,1,1,0,0,0,0
971709,1,2,0,0,0,0
1343123,1,1,0,0,0,0
1303515,1,1,0,0,0,0
11756,1,1,0,0,0,0
63057,2,2,0,0,0,0
526088,1,1,0,0,0,0
1283067,1,1,0,0,0,0
672766,1,1,0,0,0,0
1234846,1,1,0,0,0,0
520090,1,1,0,0,0,0
790270,2,2,0,0,0,0
1217699,1,1,0,0,0,0
1336287,1,1,0,0,0,0
287109,1,1,0,0,0,0
675464,1,1,0,0,0,0
77847,1,1,0,0,0,0
251388,2,3,0,0,0,0
749282,1,1,1,1,0,0
1157988,1,1,0,0,0,0
63629,2,3,0,0,0,0
1107861,1,1,0,0,0,0
544646,1,1,0,0,0,0
120044,1,2,0,0,0,0
775429,1,1,0,0,0,0
465249,1,1,0,0,0,0
1291305,3,5,0,0,0,0
44998,1,2,0,0,0,0
327434,1,1,0,0,0,0
691933,1,1,0,0,0,0
739625,1,2,0,0,0,0
584744,2,2,0,0,0,0
744403,1,1,0,0,0,0
1368672,1,1,0,0,0,0
414290,1,1,0,0,0,0
774189,1,1,0,0,0,0
1107508,1,1,0,0,0,0
1143519,1,1,0,0,0,0
782227,1,1,0,0,0,0
455476,1,1,0,0,0,0
1035075,1,1,0,0,0,0
289047,1,1,0,0,0,0
1297038,1,2,0,0,0,0
971609,0,0,1,1,0,0
384131,1,1,0,0,0,0
436634,1,1,0,0,0,0
986327,1,1,0,0,0,0
479839,1,1,0,0,0,0
839172,1,1,0,0,0,0
658514,1,1,0,0,0,0
1260993,1,1,0,0,0,0
97181,2,3,0,0,0,0
142103,1,1,0,0,0,0
1098921,1,1,0,0,0,0
1254703,1,2,0,0,0,0
513965,1,1,0,0,0,0
152521,1,1,0,0,0,0
978040,1,1,0,0,0,0
839547,1,1,0,0,0,0
416911,1,1,0,0,0,0
651419,1,1,0,0,0,0
1272034,1,1,0,0,0,0
1208684,1,1,0,0,0,0
696625,1,1,0,0,0,0
882574,1,1,0,0,0,0
931883,10,11,1,1,0,0
181947,1,1,0,0,0,0
352562,1,1,0,0,0,0
1126522,1,1,0,0,0,0
266702,1,1,0,0,0,0
622861,1,1,0,0,0,0
1165541,1,1,0,0,0,0
1291519,1,1,0,0,0,0
907550,2,2,0,0,0,0
117768,2,2,0,0,0,0
388432,1,1,0,0,0,0
98784,1,1,0,0,0,0
489158,1,1,0,0,0,0
642624,1,1,0,0,0,0
386083,1,1,0,0,0,0
177951,1,1,0,0,0,0
942105,1,1,0,0,0,0
1286465,2,2,0,0,0,0
852448,1,1,0,0,0,0
1158959,1,1,0,0,0,0
577640,1,1,0,0,0,0
940771,3,3,1,1,0,0
1245299,1,1,0,0,0,0
79304,2,2,0,0,0,0
1071026,1,1,0,0,0,0
1280640,1,1,0,0,0,0
1251754,1,1,0,0,0,0
160230,1,3,0,0,0,0
464635,1,1,0,0,0,0
939859,1,1,0,0,0,0
721392,1,1,0,0,0,0
1024408,1,1,0,0,0,0
1101856,1,1,0,0,0,0
968379,1,3,0,0,0,0
1406464,1,1,0,0,0,0
1361507,1,1,0,0,0,0
288696,1,1,0,0,0,0
1032187,1,1,0,0,0,0
1008998,12,14,0,0,0,0
407582,1,1,0,0,0,0
864984,1,3,1,1,0,0
82187,1,1,0,0,0,0
921170,1,1,0,0,0,0
1362336,1,1,0,0,0,0
128913,3,5,0,0,0,0
235255,1,1,0,0,0,0
459612,1,1,0,0,0,0
1400180,1,1,0,0,0,0
1096726,2,2,0,0,0,0
1106775,1,1,0,0,0,0
189044,1,1,0,0,0,0
116776,1,1,0,0,0,0
1222263,3,4,0,0,0,0
219893,3,3,0,0,0,0
962954,1,1,0,0,0,0
1076723,2,2,0,0,0,0
300250,1,1,0,0,0,0
1004093,1,1,0,0,0,0
165902,3,5,0,0,0,0
195611,1,2,0,0,0,0
1334947,8,8,1,1,0,0
863765,1,1,0,0,0,0
715861,1,1,0,0,0,0
102166,1,1,0,0,0,0
304243,14,16,0,0,0,0
79745,1,1,0,0,0,0
1318463,2,2,0,0,0,0
718586,1,1,0,0,0,0
397989,1,1,0,0,0,0
890884,1,1,0,0,0,0
1099458,1,1,0,0,0,0
796742,1,1,0,0,0,0
998118,1,1,0,0,0,0
885164,1,2,0,0,0,0
275995,1,1,0,0,0,0
872381,1,1,0,0,0,0
1079174,1,1,0,0,0,0
334691,1,1,0,0,0,0
712720,1,1,0,0,0,0
1295974,1,1,0,0,0,0
953910,1,1,0,0,0,0
970032,1,1,0,0,0,0
606231,1,1,0,0,0,0
817588,3,3,0,0,0,0
1271050,1,1,0,0,0,0
655019,1,1,0,0,0,0
73753,2,3,1,1,0,0
751576,1,1,0,0,0,0
609472,1,1,0,0,0,0
55442,1,1,0,0,0,0
83863,1,1,0,0,0,0
880087,1,1,0,0,0,0
347725,1,1,0,0,0,0
1207653,3,4,0,0,0,0
78242,1,1,0,0,0,0
984269,1,1,0,0,0,0
1270491,1,2,0,0,0,0
707654,1,1,0,0,0,0
1400057,1,1,0,0,0,0
1105089,1,2,0,0,0,0
1072331,2,2,0,0,0,0
670468,4,4,0,0,0,0
959714,1,1,0,0,0,0
724311,1,1,0,0,0,0
363201,1,1,0,0,0,0
271034,6,6,0,0,0,0
1273972,1,1,0,0,0,0
1246937,1,1,0,0,0,0
75903,2,3,1,1,0,0
673414,1,1,0,0,0,0
478079,2,2,0,0,0,0
252189,1,1,0,0,0,0
249373,1,1,0,0,0,0
989347,1,1,1,1,0,0
408367,2,2,0,0,0,0
1078183,1,1,0,0,0,0
1086236,1,1,0,0,0,0
1376364,3,3,0,0,0,0
612149,1,1,0,0,0,0
350175,3,3,0,0,0,0
911761,1,1,0,0,0,0
338913,5,5,0,0,0,0
607590,1,1,0,0,0,0
1243467,1,1,0,0,0,0
370306,1,1,0,0,0,0
359915,1,1,0,0,0,0
15358,1,1,0,0,0,0
359439,1,1,0,0,0,0
140454,1,1,0,0,0,0
864861,1,1,0,0,0,0
698599,1,1,0,0,0,0
788643,9,25,1,11,0,0
855709,1,1,0,0,0,0
27730,1,1,0,0,0,0
6454,1,1,0,0,0,0
629962,1,1,0,0,0,0
1030734,1,1,0,0,0,0
467626,1,1,0,0,0,0
352658,1,1,0,0,0,0
1002020,1,1,0,0,0,0
688709,1,1,0,0,0,0
683774,1,4,0,0,0,0
1387380,1,1,0,0,0,0
1397852,1,1,0,0,0,0
1008409,1,1,0,0,0,0
779545,1,1,0,0,0,0
791727,1,1,0,0,0,0
1080172,1,12,0,0,0,0
476876,1,1,0,0,0,0
712836,1,1,0,0,0,0
1220462,1,1,0,0,0,0
60479,1,1,0,0,0,0
1126415,1,1,0,0,0,0
1333987,2,2,1,1,0,0
874279,2,4,0,0,0,0
838596,1,2,0,0,0,0
780591,1,2,0,0,0,0
70172,0,0,1,1,0,0
1180037,1,1,0,0,0,0
936872,2,3,0,0,0,0
257525,1,1,0,0,0,0
1353618,1,1,0,0,0,0
1391566,1,1,0,0,0,0
1370939,2,2,0,0,0,0
677398,1,1,0,0,0,0
947949,1,2,0,0,0,0
343094,1,1,0,0,0,0
889758,3,3,0,0,0,0
1376122,1,1,0,0,0,0
107257,2,2,0,0,0,0
1158489,1,1,0,0,0,0
673004,1,1,0,0,0,0
970730,1,1,0,0,0,0
261858,1,1,0,0,0,0
177981,2,4,0,0,0,0
1305873,1,1,0,0,0,0
691448,1,1,0,0,0,0
984561,1,1,0,0,0,0
662103,14,14,0,0,0,0
715837,1,1,0,0,0,0
310817,1,1,0,0,0,0
590084,1,1,0,0,0,0
861403,1,1,0,0,0,0
1079113,1,1,0,0,0,0
1279237,2,2,0,0,0,0
780383,1,1,0,0,0,0
176357,1,1,0,0,0,0
1356433,1,1,0,0,0,0
1163788,3,3,0,0,0,0
462876,1,1,0,0,0,0
881131,1,1,0,0,0,0
1002169,1,1,0,0,0,0
1218611,1,1,0,0,0,0
822622,1,1,0,0,0,0
550642,1,1,0,0,0,0
805605,2,2,0,0,0,0
1402298,1,1,0,0,0,0
87958,1,1,0,0,0,0
1212762,2,2,0,0,0,0
1153930,1,1,0,0,0,0
685015,2,2,0,0,0,0
417087,2,2,0,0,0,0
673528,1,4,0,0,0,0
1242033,1,1,0,0,0,0
866183,4,7,0,0,0,0
1296429,1,1,0,0,0,0
959318,1,1,0,0,0,0
192123,2,2,0,0,0,0
1015792,2,3,0,0,0,0
338046,2,2,0,0,0,0
47039,1,1,0,0,0,0
151879,1,1,0,0,0,0
1054314,1,1,0,0,0,0
